Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Trinity,White,Man,Yes,Gay / Lesbian,No,No,No,NC,27330,,,Suburban,"$125,000-$250,000",Yes,Biology,Not interested at all,Slightly interested,Moderately interested,Neither favorable nor unfavorable,Very unlikely,No,,Somewhat agree,Other,None at all,No,Yes,Neither favorable nor unfavorable,A little,Not at all,4-7,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Pre-professional advising,Student Disability Access Office,Career Center","Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Student Disability Access Office",Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),Outdoor Adventures with Personal Trip Plans,Arts Annex",None of these,"Women’s Center,Freeman Center for Jewish Life",None of these,No,,4,ACT,,35,Public (non-charter),Yes,2,2,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Other,Not very religious,Moderate,No,,,,"Drank alcohol,Had sex"
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,MO,63017,,,Suburban,"$250,000-$500,000",Yes,Global Health**,Moderately interested,Slightly interested,Slightly interested,Neither favorable nor unfavorable,Very likely,No,,Strongly agree,Dorm,None at all,No,Yes,Somewhat favorable,A little,Somewhat,8-10,3-5,3-5,0-2,3-5,Very much,"Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising","Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising","Blue Devils Care,DuWell,Peer for You",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture",None of these,No,,,ACT,,34,Public (non-charter),No,11,2,Yes,Yes,Yes,No,,No,Academics and interdisciplinary curriculum,Hindu,Religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,Asian,Woman,Yes,Heterosexual,Prefer not to say,No,No,GA,,,,Suburban,"$40,000-$80,000",,,Not interested at all,Slightly interested,Slightly interested,Somewhat unfavorable,Neither likely nor unlikely,No,,Somewhat agree,Orientation Week,A little,No,Yes,Neither favorable nor unfavorable,A little,A little,11-13,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Group tutoring (Academic Resource Center),Directors of Academic Engagement (Academic Advising Center)","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,Prefer not to say,,,ACT,,,Public (non-charter),,,,No,No,,No,,No,,Other,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,Black or African American,Woman,Yes,Gay / Lesbian,No,No,No,NC,27560,,,Suburban,"$250,000-$500,000",No,Computer Science,Very interested,Moderately interested,Not interested at all,Neither favorable nor unfavorable,Somewhat likely,No,,Somewhat agree,Clubs / Extracurriculars,A lot,No,Yes,Neither favorable nor unfavorable,A little,Don’t know,0-3,6-7,0-2,3-5,0-2,Very much,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center)",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",Weight/exercise rooms at Wilson Recreation Center,"Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",Yes,No,4,"SAT,ACT",1540,35,Public (non-charter),No,15,14,No,No,No,No,,No,Financial aid award / scholarship,Agnostic,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex"
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,TX,77429,,,Suburban,"$250,000-$500,000",No,Economics,Moderately interested,Very interested,Not interested at all,Strongly favorable,Very likely,No,,Somewhat agree,Dorm,A little,No,Yes,Somewhat favorable,A little,A little,8-10,3-5,0-2,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center)","Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center)","Duke Reach,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,ACT,,35,Public (non-charter),Yes,3,2,Yes,No,Yes,No,,No,Student life / campus culture,Hindu,Not at all religious,Moderate,No,,,,Drank alcohol
Pratt,White,Woman,Yes,Gay / Lesbian,No,No,No,CA,95603,,,Suburban,"$125,000-$250,000",Yes,Mechanical Engineering,Not interested at all,Not interested at all,Slightly interested,Neither favorable nor unfavorable,Very unlikely,No,,Somewhat agree,Clubs / Extracurriculars,None at all,No,Yes,Somewhat unfavorable,A little,Not at all,11-13,3-5,0-2,0-2,0-2,A little,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio",None of these,"Duke Reach,Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS)",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",Duke Health COVID-19 Hotline,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,SAT,1510,,Public (non-charter),No,5,2,Yes,No,Yes,Yes,Class of 2024,No,Student life / campus culture,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Pratt,White,Woman,Yes,Heterosexual,No,No,No,PA,19041,,,Suburban,"Above $500,000",No,Civil Engineering,Moderately interested,Slightly interested,Slightly interested,Strongly unfavorable,Very likely,No,,Strongly agree,Clubs / Extracurriculars,A great deal,Yes,Yes,Somewhat favorable,A little,Somewhat,11-13,6-7,0-2,6+,0-2,Very much,Thompson Writing Program Writing Studio,None of these,None of these,None of these,"Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Freeman Center for Jewish Life",Freeman Center for Jewish Life,No,,3.9,SAT,1550,,Private (non-denominational),Yes,14,8,No,No,No,No,,Yes,Student life / campus culture,Jewish,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,White,Man,Yes,Heterosexual,No,No,No,SC,29464,,,Suburban,"$125,000-$250,000",Yes,Statistical Science,Moderately interested,Moderately interested,Not interested at all,Somewhat favorable,Somewhat likely,No,,Strongly agree,Orientation Week,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,11-13,8+,0-2,0-2,6+,Quite a bit,"Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center",Directors of Academic Engagement (Academic Advising Center),Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,SAT,1570,,Public (non-charter),No,9,3,No,No,No,No,,No,Academics and interdisciplinary curriculum,Agnostic,Not at all religious,Somewhat liberal,No,,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,"Hispanic or Latinx/e,Black or African American",Woman,Yes,Heterosexual,Yes,No,No,NY,11220,,,Urban,"$40,000-$80,000",Yes,Biology,Not interested at all,Moderately interested,Slightly interested,Somewhat favorable,Neither likely nor unlikely,No,,Somewhat agree,Dorm,A lot,No,Yes,Neither favorable nor unfavorable,Somewhat,Very much,4-7,8+,0-2,6+,6+,A little,Group tutoring (Academic Resource Center),Group tutoring (Academic Resource Center),Counseling and Psychological Services (CAPS),None of these,None of these,None of these,None of these,"Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,SAT,1220,,Private (parochial),No,17,15,No,No,No,No,,No,Academics and interdisciplinary curriculum,Catholic,Somewhat religious,Somewhat liberal,No,,,,"Drank alcohol,Used drugs,Had sex"
Trinity,"Hispanic or Latinx/e,Black or African American",Woman,Yes,Pansexual,No,No,No,NY,11203,,,Urban,"$80,000-$125,000",Yes,Computer Science,Slightly interested,Not interested at all,Slightly interested,Strongly unfavorable,Very unlikely,No,,Neither agree nor disagree,Orientation Week,None at all,No,Yes,Neither favorable nor unfavorable,Quite a bit,Not at all,8-10,6-7,0-2,3-5,0-2,Somewhat,"Directors of Academic Engagement (Academic Advising Center),Career Center",None of these,Blue Devils Care,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",None of these,"Women’s Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,3.72,SAT,1480,,Private (non-denominational),No,1,1,Yes,No,Yes,No,,No,Other,Catholic,Somewhat religious,Somewhat liberal,No,,,,"Drank alcohol,Used drugs,Had sex"
Pratt,Hispanic or Latinx/e,Woman,Yes,Heterosexual,No,No,No,NC,28144,,,Rural,"$40,000-$80,000",Yes,Mechanical Engineering,Not interested at all,Not interested at all,Not interested at all,Strongly unfavorable,Very unlikely,No,,Somewhat agree,Orientation Week,Don't know,No,No,Strongly favorable,A little,Somewhat,8-10,6-7,3-5,6+,0-2,Quite a bit,GRE/MCAT Prep (ARC),Group tutoring (Academic Resource Center),DuWell,DukeLine,"Group fitness classes at Wilson Recreation Center (spin, yoga, etc)",Weight/exercise rooms at Wilson Recreation Center,Mary Lou Williams Center for Black Culture,Mary Lou Williams Center for Black Culture,No,,4,ACT,,30,Public (non-charter),No,4,4,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Catholic,Not very religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Obtained a fake ID"
Pratt,A race/ethnicity not listed here,Man,Yes,Heterosexual,No,No,No,NE,68154,,,Suburban,"$250,000-$500,000",No,Biomedical Engineering,Not interested at all,Not interested at all,Slightly interested,Neither favorable nor unfavorable,Somewhat unlikely,Yes,"Genetics and Genomics: Epigenetics, Environment, and Ethics",Somewhat agree,Dorm,A moderate amount,No,Yes,Neither favorable nor unfavorable,Not at all,Somewhat,8-10,0-2,0-2,3-5,0-2,A little,"Ask a Librarian (Duke Libraries),Pre-professional advising,Career Center",None of these,"Blue Devils Care,DuWell",None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,ACT,,36,Public (non-charter),No,3,3,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Other,Not very religious,Very liberal,No,,,,Drank alcohol
Trinity,"White,Hispanic or Latinx/e",Woman,Yes,Heterosexual,No,No,No,FL,33146,,,Suburban,"$250,000-$500,000",No,Economics,Extremely interested,Slightly interested,Not interested at all,Strongly unfavorable,Very likely,No,,Somewhat agree,Other,A moderate amount,No,Yes,Neither favorable nor unfavorable,Quite a bit,Quite a bit,4-7,6-7,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Pre-professional advising,Student Disability Access Office,Career Center",STEM Advancement through Group Engagement Program (SAGE) (ARC),"Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,3.8,ACT,,36,Private (parochial),Yes,12,1,Yes,No,Yes,No,,No,Student life / campus culture,Catholic,Religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Had sex,Obtained a fake ID"
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,NC,27330,,,Rural,"$125,000-$250,000",No,Psychology,Slightly interested,Slightly interested,Not interested at all,Neither favorable nor unfavorable,Somewhat likely,Yes,Cognitive Neuroscience and Law,Strongly agree,Dorm,A little,No,Yes,Somewhat unfavorable,Somewhat,A little,8-10,6-7,3-5,3-5,0-2,Very much,"Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Pre-professional advising,Career Center","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Student Health at the Student Wellness Center,Duke Health COVID-19 Hotline","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Freeman Center for Jewish Life,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,SAT,1570,,Private (non-denominational),No,17,14,No,No,Yes,No,,No,Academics and interdisciplinary curriculum,Agnostic,Not at all religious,Somewhat liberal,Yes,I am from Durham; I am voting in Durham,No,,Drank alcohol
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,MO,63124,,,Suburban,"Above $500,000",No,Computer Science,Slightly interested,Moderately interested,Slightly interested,Strongly unfavorable,Very likely,No,,Somewhat disagree,Dorm,A moderate amount,No,Yes,Neither favorable nor unfavorable,A little,Quite a bit,8-10,6-7,0-2,3-5,0-2,Very much,"STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center),Career Center",STEM Advancement through Group Engagement Program (SAGE) (ARC),Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc)","Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,SAT,1550,,Private (non-denominational),Yes,23,13,No,No,No,No,,No,"Duke’s ""brand name""",Agnostic,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,Drank alcohol
Trinity,White,Man,Yes,Heterosexual,No,No,No,PA,18966,,,Suburban,"$125,000-$250,000",Yes,English,Not interested at all,Not interested at all,Not interested at all,Strongly unfavorable,Somewhat unlikely,No,,Somewhat agree,Clubs / Extracurriculars,A little,No,Yes,Somewhat favorable,Not at all,Somewhat,11-13,3-5,0-2,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Directors of Academic Engagement (Academic Advising Center)","Group tutoring (Academic Resource Center),Directors of Academic Engagement (Academic Advising Center)","Counseling and Psychological Services (CAPS),DuWell",None of these,None of these,None of these,"Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,4,"SAT,ACT",1530,35,Public (non-charter),No,2,2,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Jewish,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,
DKU,White,Man,Yes,Heterosexual,No,No,No,NC,27608,,,Suburban,"$80,000-$125,000",Yes,Environmental Sciences,Not interested at all,Moderately interested,Moderately interested,Neither favorable nor unfavorable,Somewhat likely,No,,Neither agree nor disagree,Clubs / Extracurriculars,A lot,No,Yes,Neither favorable nor unfavorable,A little,A little,8-10,3-5,0-2,3-5,3-5,Somewhat,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Pre-professional advising,Student Disability Access Office,Career Center",Group tutoring (Academic Resource Center),"Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Outdoor Adventures with Personal Trip Plans,Arts Annex","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center,Outdoor Adventures with Personal Trip Plans","Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture","Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture",No,,3.5,SAT,1460,,Private (non-denominational),No,6,4,Yes,No,Yes,No,,No,"Duke’s ""brand name""",Agnostic,Not at all religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Had sex"
Trinity,"White,Hispanic or Latinx/e",Woman,Yes,Heterosexual,No,No,Yes,,,Caracas,Venezuela,Urban,"Above $500,000",No,Undecided,Extremely interested,Not interested at all,Slightly interested,Strongly unfavorable,Very likely,No,,Neither agree nor disagree,Orientation Week,None at all,No,Yes,Somewhat favorable,Don’t know,A little,8-10,6-7,0-2,3-5,3-5,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Career Center",Career Center,None of these,None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline","Women’s Center,International House",None of these,No,,4,ACT,,32,Private (non-denominational),Yes,17,8,No,No,No,Yes,Class of 2024,No,Academics and interdisciplinary curriculum,Catholic,Not very religious,Moderate,Ineligible to vote,,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,Black or African American,Woman,Yes,Heterosexual,Yes,No,No,NY,10457,,,Urban,"$40,000-$80,000",Yes,Biology,Very interested,Not interested at all,Not interested at all,Somewhat favorable,Very likely,No,,Strongly agree,Dorm,None at all,No,Yes,Strongly favorable,Not at all,Quite a bit,14+,3-5,0-2,0-2,0-2,Quite a bit,"Group tutoring (Academic Resource Center),Subject Specialists (Duke Libraries),Pre-professional advising,Career Center",None of these,"Blue Devils Care,DuWell",None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex",Arts Annex,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",Mary Lou Williams Center for Black Culture,No,,3.71,ACT,,27,Other,No,12,5,No,No,No,No,,No,Student life / campus culture,Other,Not very religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,No,,
Trinity,Asian,Man,Yes,Bisexual,No,No,No,CA,94026,,,Suburban,"$250,000-$500,000",No,Electrical and Computer Engineering,Slightly interested,Very interested,Moderately interested,Somewhat unfavorable,Very likely,No,,Somewhat agree,Classes,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,4-7,3-5,0-2,0-2,3-5,Quite a bit,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Directors of Academic Engagement (Academic Advising Center),Career Center","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell,DukeLine",DuWell,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans,Arts Annex","Student Health at the Student Wellness Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,Prefer not to say,,3.75,SAT,1540,,Private (parochial),Yes,27,7,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Hindu,Not very religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,"White,Hispanic or Latinx/e",Woman,Yes,Bisexual,No,No,No,IL,60068,,,Suburban,"$80,000-$125,000",Yes,Biology,Not interested at all,Moderately interested,Moderately interested,Neither favorable nor unfavorable,Very likely,Yes,"Genetics and Genomics: Epigenetics, Environment, and Ethics",Somewhat agree,Dorm,A little,No,Yes,Somewhat favorable,A little,A little,4-7,3-5,0-2,0-2,0-2,Very much,"STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)",None of these,Counseling and Psychological Services (CAPS),None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)","Freeman Center for Jewish Life,Center for Sexual and Gender Diversity",Yes,No,3.79,"SAT,ACT",1450,33,Public (non-charter),No,11,5,No,No,No,No,,No,Academics and interdisciplinary curriculum,Agnostic,Not very religious,Somewhat liberal,No,,,,Drank alcohol
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,CA,94925,,,Suburban,"Above $500,000",No,Chemistry,Slightly interested,Slightly interested,Not interested at all,Neither favorable nor unfavorable,Somewhat likely,No,,Strongly agree,Clubs / Extracurriculars,A moderate amount,No,Yes,Somewhat favorable,Somewhat,Quite a bit,11-13,3-5,0-2,0-2,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),GRE/MCAT Prep (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",Directors of Academic Engagement (Academic Advising Center),"Duke Reach,Blue Devils Care,DuWell,Peer for You",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,SAT,1540,,Private (non-denominational),No,14,1,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Somewhat liberal,No,,,,"Drank alcohol,Had sex"
